item_idx,movie_id
2630,3201
2631,3203
2632,3204
2633,3206
2634,3208
2635,3210
2636,3211
2637,3213
2638,3214
2639,3215
2640,3217
2641,3218
2642,3219
2643,3221
2644,3222
2645,3223
2646,3224
2647,3225
2648,3230
2649,3235
2650,3238
2651,3239
2652,3240
2653,3241
2654,3243
2655,3244
2656,3246
2657,3247
2658,3248
2659,3249
2660,3250
2661,3251
2662,3252
2663,3253
2664,3254
2665,3255
2666,3256
2667,3257
2668,3258
2669,3259
2670,3260
2671,3261
2672,3262
2673,3263
2674,3264
2675,3265
2676,3266
2677,3267
2678,3268
2679,3269
2680,3270
2681,3271
2682,3272
2683,3273
2684,3274
2685,3275
2686,3276
2687,3281
2688,3282
2689,3283
2690,3284
2691,3285
2692,3286
2693,3287
2694,3289
2695,3296
2696,3298
2697,3299
2698,3300
2699,3301
2700,3302
2701,3304
2702,3306
2703,3307
2704,3308
2705,3309
2706,3310
2707,3311
2708,3313
2709,3316
2710,3317
2711,3318
2712,3319
2713,3320
2714,3324
2715,3325
2716,3326
2717,3327
2718,3328
2719,3329
2720,3330
2721,3331
2722,3333
2723,3334
2724,3335
2725,3338
2726,3339
2727,3340
2728,3341
2729,3342
2730,3343
2731,3344
2732,3345
2733,3347
2734,3349
2735,3350
2736,3351
2737,3354
2738,3355
2739,3357
2740,3358
2741,3359
2742,3360
2743,3361
2744,3362
2745,3363
2746,3364
2747,3365
2748,3366
2749,3367
2750,3368
2751,3370
2752,3371
2753,3372
2754,3374
2755,3375
2756,3379
2757,3384
2758,3385
2759,3386
2760,3387
2761,3388
2762,3389
2763,3390
2764,3391
2765,3392
2766,3393
2767,3394
2768,3395
2769,3396
2770,3397
2771,3398
2772,3399
2773,3400
2774,3401
2775,3402
2776,3403
2777,3404
2778,3405
2779,3406
2780,3408
2781,3409
2782,3412
2783,3414
2784,3415
2785,3416
2786,3417
2787,3418
2788,3419
2789,3420
2790,3421
2791,3422
2792,3423
2793,3424
2794,3425
2795,3426
2796,3427
2797,3428
2798,3429
2799,3430
2800,3431
2801,3432
2802,3433
2803,3434
2804,3435
2805,3436
2806,3437
2807,3438
2808,3439
2809,3440
2810,3441
2811,3442
2812,3444
2813,3445
2814,3446
2815,3447
2816,3448
2817,3449
2818,3450
2819,3451
2820,3452
2821,3453
2822,3454
2823,3456
2824,3457
2825,3459
2826,3461
2827,3462
2828,3463
2829,3464
2830,3465
2831,3466
2832,3467
2833,3468
2834,3469
2835,3470
2836,3471
2837,3473
2838,3474
2839,3475
2840,3476
2841,3477
2842,3478
2843,3479
2844,3480
2845,3481
2846,3483
2847,3484
2848,3487
2849,3488
2850,3489
2851,3490
2852,3491
2853,3492
2854,3494
2855,3495
2856,3496
2857,3497
2858,3498
2859,3499
2860,3500
2861,3501
2862,3502
2863,3503
2864,3504
2865,3505
2866,3506
2867,3507
2868,3508
2869,3509
2870,3510
2871,3511
2872,3512
2873,3513
2874,3514
2875,3515
2876,3516
2877,3518
2878,3519
2879,3520
2880,3521
2881,3524
2882,3525
2883,3526
2884,3527
2885,3528
2886,3529
2887,3531
2888,3532
2889,3534
2890,3535
2891,3536
2892,3537
2893,3538
2894,3539
2895,3540
2896,3543
2897,3544
2898,3545
2899,3546
2900,3547
2901,3548
2902,3549
2903,3550
2904,3551
2905,3552
2906,3553
2907,3554
2908,3555
2909,3556
2910,3557
2911,3559
2912,3562
2913,3563
2914,3564
2915,3565
2916,3566
2917,3567
2918,3568
2919,3569
2920,3570
2921,3571
2922,3572
2923,3573
2924,3574
2925,3576
2926,3577
2927,3578
2928,3579
2929,3580
2930,3581
2931,3584
2932,3585
2933,3586
2934,3587
2935,3588
2936,3590
2937,3591
2938,3593
2939,3594
2940,3596
2941,3597
2942,3598
2943,3599
2944,3600
2945,3602
2946,3604
2947,3605
2948,3606
2949,3608
2950,3610
2951,3611
2952,3612
2953,3613
2954,3614
2955,3615
2956,3616
2957,3617
2958,3618
2959,3619
2960,3620
2961,3622
2962,3623
2963,3624
2964,3625
2965,3626
2966,3627
2967,3628
2968,3629
2969,3632
2970,3633
2971,3634
2972,3635
2973,3637
2974,3638
2975,3639
2976,3640
2977,3642
2978,3643
2979,3644
2980,3645
2981,3646
2982,3649
2983,3653
2984,3654
2985,3655
2986,3658
2987,3659
2988,3660
2989,3661
2990,3662
2991,3663
2992,3664
2993,3665
2994,3667
2995,3668
2996,3669
2997,3670
2998,3671
2999,3672
3000,3673
3001,3674
3002,3675
3003,3676
3004,3677
3005,3678
3006,3679
3007,3680
3008,3681
3009,3682
3010,3683
3011,3684
3012,3685
3013,3686
3014,3688
3015,3689
3016,3690
3017,3691
3018,3692
3019,3693
3020,3694
3021,3695
3022,3696
3023,3697
3024,3698
3025,3699
3026,3700
3027,3701
3028,3702
3029,3703
3030,3704
3031,3705
3032,3706
3033,3707
3034,3708
3035,3709
3036,3710
3037,3711
3038,3712
3039,3713
3040,3714
3041,3715
3042,3716
3043,3717
3044,3718
3045,3719
3046,3720
3047,3721
3048,3723
3049,3724
3050,3725
3051,3726
3052,3727
3053,3728
3054,3729
3055,3730
3056,3731
3057,3732
3058,3733
3059,3734
3060,3735
3061,3736
3062,3737
3063,3738
3064,3739
3065,3740
3066,3741
3067,3742
3068,3743
3069,3744
3070,3745
3071,3746
3072,3747
3073,3749
3074,3751
3075,3752
3076,3753
3077,3754
3078,3755
3079,3756
3080,3757
3081,3758
3082,3759
3083,3760
3084,3761
3085,3763
3086,3764
3087,3765
3088,3766
3089,3767
3090,3768
3091,3769
3092,3770
3093,3771
3094,3773
3095,3774
3096,3775
3097,3776
3098,3777
3099,3780
3100,3781
3101,3782
3102,3783
3103,3784
3104,3785
3105,3786
3106,3787
3107,3788
3108,3789
3109,3790
3110,3791
3111,3792
3112,3793
3113,3794
3114,3795
3115,3796
3116,3797
3117,3798
3118,3799
3119,3801
3120,3802
3121,3804
3122,3805
3123,3806
3124,3807
3125,3808
3126,3809
3127,3810
3128,3811
3129,3812
3130,3813
3131,3814
3132,3816
3133,3817
3134,3819
3135,3820
3136,3821
3137,3822
3138,3823
3139,3824
3140,3825
3141,3826
3142,3827
3143,3830
3144,3831
3145,3832
3146,3833
3147,3834
3148,3835
3149,3836
3150,3837
3151,3838
3152,3839
3153,3840
3154,3841
3155,3843
3156,3844
3157,3845
3158,3846
3159,3847
3160,3848
3161,3849
3162,3850
3163,3851
3164,3852
3165,3853
3166,3854
3167,3855
3168,3857
3169,3858
3170,3859
3171,3860
3172,3861
3173,3862
3174,3863
3175,3864
3176,3865
3177,3867
3178,3868
3179,3869
3180,3870
3181,3871
3182,3872
3183,3873
3184,3874
3185,3877
3186,3878
3187,3879
3188,3880
3189,3882
3190,3883
3191,3884
3192,3885
3193,3886
3194,3889
3195,3893
3196,3894
3197,3895
3198,3896
3199,3897
3200,3898
3201,3900
3202,3901
3203,3902
3204,3903
3205,3906
3206,3908
3207,3909
3208,3910
3209,3911
3210,3912
3211,3913
3212,3914
3213,3915
3214,3916
3215,3917
3216,3918
3217,3919
3218,3920
3219,3921
3220,3922
3221,3923
3222,3924
3223,3925
3224,3926
3225,3927
3226,3928
3227,3929
3228,3930
3229,3931
3230,3932
3231,3933
3232,3934
3233,3935
3234,3936
3235,3937
3236,3938
3237,3939
3238,3940
3239,3941
3240,3942
3241,3943
3242,3945
3243,3946
3244,3947
3245,3948
3246,3949
3247,3950
3248,3951
3249,3952
