group_id,group_type,user_idx_list,user_id_list,cluster_list,cluster_entropy,avg_pairwise_embedding_distance,majority_cluster,minority_cluster,noise_share
test_group_0182,diverse_minority,"[4664, 4395, 3259]","[5970, 5629, 4157]","[0, 1, 1]",0.9182958340544894,0.6191878318786621,1.0,0.0,0.0
test_group_0183,diverse_minority,"[2454, 85, 2758]","[3158, 110, 3553]","[1, 1, 0]",0.9182958340544894,0.5206223130226135,1.0,0.0,0.0
test_group_0184,diverse_minority,"[2304, 840, 829]","[2974, 1069, 1058]","[1, 0, 1]",0.9182958340544894,0.7361829280853271,1.0,0.0,0.0
test_group_0185,diverse_minority,"[3182, 2157, 3655]","[4059, 2790, 4682]","[0, 1, 1]",0.9182958340544894,0.6814337372779846,1.0,0.0,0.0
test_group_0186,diverse_minority,"[1307, 2532, 2221]","[1677, 3261, 2872]","[0, 1, 1]",0.9182958340544894,0.5745598673820496,1.0,0.0,0.0
test_group_0187,diverse_minority,"[3826, 483, 1343]","[4903, 630, 1722]","[0, 1, 1]",0.9182958340544894,0.6940252184867859,1.0,0.0,0.0
test_group_0188,diverse_minority,"[1000, 4533, 4381]","[1272, 5795, 5614]","[1, 1, 0]",0.9182958340544894,0.42117881774902344,1.0,0.0,0.0
test_group_0189,diverse_minority,"[3656, 900, 2269]","[4683, 1141, 2931]","[0, 1, 1]",0.9182958340544894,0.6223942637443542,1.0,0.0,0.0
test_group_0190,diverse_minority,"[3093, 3583, 307]","[3954, 4585, 401]","[1, 0, 1]",0.9182958340544894,0.5249600410461426,1.0,0.0,0.0
test_group_0191,diverse_minority,"[1490, 4355, 2376]","[1909, 5578, 3062]","[0, 1, 1]",0.9182958340544894,0.6448348164558411,1.0,0.0,0.0
test_group_0192,diverse_minority,"[1300, 2393, 3222]","[1666, 3084, 4111]","[1, 0, 1]",0.9182958340544894,0.598602831363678,1.0,0.0,0.0
test_group_0193,diverse_minority,"[2583, 3399, 3671]","[3327, 4345, 4702]","[1, 1, 0]",0.9182958340544894,0.3697874844074249,1.0,0.0,0.0
test_group_0194,diverse_minority,"[2182, 1770, 723]","[2818, 2262, 928]","[1, 0, 1]",0.9182958340544894,0.9193385243415833,1.0,0.0,0.0
test_group_0195,diverse_minority,"[276, 2324, 1427]","[358, 2998, 1828]","[0, 1, 1]",0.9182958340544894,0.797493040561676,1.0,0.0,0.0
test_group_0196,diverse_minority,"[1227, 2894, 339]","[1571, 3714, 437]","[1, 0, 1]",0.9182958340544894,0.7388300895690918,1.0,0.0,0.0
test_group_0197,diverse_minority,"[1172, 1085, 3047]","[1494, 1375, 3900]","[1, 1, 0]",0.9182958340544894,0.4510810077190399,1.0,0.0,0.0
test_group_0198,diverse_minority,"[1089, 1468, 1390]","[1380, 1880, 1778]","[0, 1, 1]",0.9182958340544894,0.5480659604072571,1.0,0.0,0.0
test_group_0199,diverse_minority,"[3845, 3331, 2285]","[4925, 4253, 2949]","[1, 1, 0]",0.9182958340544894,0.5527054667472839,1.0,0.0,0.0
test_group_0200,diverse_minority,"[2252, 927, 1438]","[2909, 1173, 1843]","[0, 1, 1]",0.9182958340544894,0.5744537711143494,1.0,0.0,0.0
