group_id,group_type,member_position,user_idx,user_id,user_cluster
test_group_0173,diverse_minority,2,2105,2728,0
test_group_0174,diverse_minority,0,3502,4478,1
test_group_0174,diverse_minority,1,4267,5479,0
test_group_0174,diverse_minority,2,2704,3482,0
test_group_0175,diverse_minority,0,4426,5667,1
test_group_0175,diverse_minority,1,3238,4128,0
test_group_0175,diverse_minority,2,2144,2777,0
test_group_0176,diverse_minority,0,1763,2251,1
test_group_0176,diverse_minority,1,4438,5680,1
test_group_0176,diverse_minority,2,1803,2304,0
test_group_0177,diverse_minority,0,753,965,1
test_group_0177,diverse_minority,1,924,1169,0
test_group_0177,diverse_minority,2,3264,4167,1
test_group_0178,diverse_minority,0,2473,3184,1
test_group_0178,diverse_minority,1,1162,1481,0
test_group_0178,diverse_minority,2,3694,4733,1
test_group_0179,diverse_minority,0,44,57,1
test_group_0179,diverse_minority,1,4324,5542,0
test_group_0179,diverse_minority,2,2535,3265,1
test_group_0180,diverse_minority,0,2828,3643,1
test_group_0180,diverse_minority,1,4086,5252,1
test_group_0180,diverse_minority,2,2526,3255,0
test_group_0181,diverse_minority,0,3006,3852,1
test_group_0181,diverse_minority,1,2629,3389,1
test_group_0181,diverse_minority,2,803,1026,0
test_group_0182,diverse_minority,0,4664,5970,0
test_group_0182,diverse_minority,1,4395,5629,1
test_group_0182,diverse_minority,2,3259,4157,1
test_group_0183,diverse_minority,0,2454,3158,1
test_group_0183,diverse_minority,1,85,110,1
test_group_0183,diverse_minority,2,2758,3553,0
test_group_0184,diverse_minority,0,2304,2974,1
test_group_0184,diverse_minority,1,840,1069,0
test_group_0184,diverse_minority,2,829,1058,1
test_group_0185,diverse_minority,0,3182,4059,0
test_group_0185,diverse_minority,1,2157,2790,1
test_group_0185,diverse_minority,2,3655,4682,1
test_group_0186,diverse_minority,0,1307,1677,0
test_group_0186,diverse_minority,1,2532,3261,1
test_group_0186,diverse_minority,2,2221,2872,1
test_group_0187,diverse_minority,0,3826,4903,0
test_group_0187,diverse_minority,1,483,630,1
test_group_0187,diverse_minority,2,1343,1722,1
test_group_0188,diverse_minority,0,1000,1272,1
test_group_0188,diverse_minority,1,4533,5795,1
test_group_0188,diverse_minority,2,4381,5614,0
test_group_0189,diverse_minority,0,3656,4683,0
test_group_0189,diverse_minority,1,900,1141,1
test_group_0189,diverse_minority,2,2269,2931,1
test_group_0190,diverse_minority,0,3093,3954,1
test_group_0190,diverse_minority,1,3583,4585,0
test_group_0190,diverse_minority,2,307,401,1
test_group_0191,diverse_minority,0,1490,1909,0
test_group_0191,diverse_minority,1,4355,5578,1
test_group_0191,diverse_minority,2,2376,3062,1
test_group_0192,diverse_minority,0,1300,1666,1
test_group_0192,diverse_minority,1,2393,3084,0
test_group_0192,diverse_minority,2,3222,4111,1
test_group_0193,diverse_minority,0,2583,3327,1
test_group_0193,diverse_minority,1,3399,4345,1
test_group_0193,diverse_minority,2,3671,4702,0
test_group_0194,diverse_minority,0,2182,2818,1
test_group_0194,diverse_minority,1,1770,2262,0
test_group_0194,diverse_minority,2,723,928,1
test_group_0195,diverse_minority,0,276,358,0
test_group_0195,diverse_minority,1,2324,2998,1
test_group_0195,diverse_minority,2,1427,1828,1
test_group_0196,diverse_minority,0,1227,1571,1
test_group_0196,diverse_minority,1,2894,3714,0
test_group_0196,diverse_minority,2,339,437,1
test_group_0197,diverse_minority,0,1172,1494,1
test_group_0197,diverse_minority,1,1085,1375,1
test_group_0197,diverse_minority,2,3047,3900,0
test_group_0198,diverse_minority,0,1089,1380,0
test_group_0198,diverse_minority,1,1468,1880,1
test_group_0198,diverse_minority,2,1390,1778,1
test_group_0199,diverse_minority,0,3845,4925,1
test_group_0199,diverse_minority,1,3331,4253,1
test_group_0199,diverse_minority,2,2285,2949,0
test_group_0200,diverse_minority,0,2252,2909,0
test_group_0200,diverse_minority,1,927,1173,1
test_group_0200,diverse_minority,2,1438,1843,1
